CategoryCode;CategoryPath;Language;CategoryId
"1049";"Home & Living///Kitchen & Dining///Kitchen Tools";"en";"1049"
"1050";"Home & Living///Kitchen & Dining///Food Storage";"en";"1050"
"1051";"Home & Living///Decorations///Wall Decor";"en";"1051"
"1052";"Home & Living///Decorations///Mirrors";"en";"1052"
"1053";"Home & Living///Decorations///Clocks";"en";"1053"
"1054";"Home & Living///Decorations///Decorative Accents";"en";"1054"
"1055";"Home & Living///Furnitures///Living Room Furniture";"en";"1055"
"1056";"Home & Living///Furnitures///Bedroom Furniture";"en";"1056"
"1057";"Home & Living///Furnitures///Dining Furniture";"en";"1057"
"1058";"Home & Living///Furnitures///Office Furniture";"en";"1058"
"1059";"Home & Living///Furnitures///Outdoor Furniture";"en";"1059"
"1061";"Home & Living///Home Improvements///Repair Tools";"en";"1061"
"1062";"Home & Living///Home Improvements///Adhesives & Sealants";"en";"1062"
"1063";"Home & Living///Home Improvements///Safety Gear";"en";"1063"
"1064";"Home & Living///Home Improvements///Measuring Tools";"en";"1064"
"1065";"Home & Living///Home Improvements///Mounting & Fixing Hardware";"en";"1065"
"1066";"Home & Living///Home Textiles///Prayer Mat";"en";"1066"
"1067";"Home & Living///Kitchen & Dining///Paper Towels";"en";"1067"
"1068";"Home & Living///Kitchen & Dining///Foil & Wraps";"en";"1068"
"1069";"Home & Living///Kitchen & Dining///Kitchen Accessories";"en";"1069"
"1070";"Home & Living///Kitchen & Dining///Dining Accessories";"en";"1070"
"1072";"Fashion & Jewelry///Accessories///Glasses";"en";"1072"
"1073";"Fashion & Jewelry///Accessories///Belts";"en";"1073"
"1074";"Fashion & Jewelry///Accessories///Sunglasses";"en";"1074"
"1075";"Fashion & Jewelry///Accessories///Hats";"en";"1075"
"1076";"Fashion & Jewelry///Accessories///Umbrella";"en";"1076"
"1077";"Fashion & Jewelry///Accessories///Hair Accessories";"en";"1077"
"1078";"Fashion & Jewelry///Accessories///Body Accessories";"en";"1078"
"1080";"Automotive & Travel///Travelling///Suitcases";"en";"1080"
"1081";"Automotive & Travel///Travelling///Travel Bag";"en";"1081"
"1082";"Automotive & Travel///Travelling///Travel Accessories";"en";"1082"
"1083";"Fashion & Jewelry///Men///Traditional Clothes";"en";"1083"
"1084";"Home & Living///Furnitures///Cushions";"en";"1084"
"1085";"Home & Living///Kitchen & Dining///Beverage Storage";"en";"1085"
"1086";"Electronics & Digital///Electronics and Appliances///Refrigerator & Freezer";"en";"1086"
"1087";"Electronics & Digital///Electronics and Appliances///Vacuum Cleaner";"en";"1087"
"1088";"Electronics & Digital///Electronics and Appliances///Multimedia Devices";"en";"1088"
"1089";"Electronics & Digital///Electronics and Appliances///Kitchen Appliances";"en";"1089"
"1090";"Electronics & Digital///Electronics and Appliances///Air Conditioner";"en";"1090"
"1091";"Electronics & Digital///Electronics and Appliances///Fan";"en";"1091"
"1092";"Electronics & Digital///Electronics and Appliances///Small Electronic Devices";"en";"1092"
"1095";"Electronics & Digital///Electronics and Appliances///Air Purifier";"en";"1095"
"1096";"Electronics & Digital///Electronics and Appliances///Dishwaser";"en";"1096"
"1097";"Electronics & Digital///Electronics and Appliances///Stove & Hood";"en";"1097"
"1099";"Electronics & Digital///Camera & Video///Digital Camera";"en";"1099"
"1100";"Electronics & Digital///Camera & Video///Analog Camera";"en";"1100"
"1101";"Electronics & Digital///Camera & Video///Video Camera";"en";"1101"
"1102";"Electronics & Digital///Camera & Video///Photo Frame & Film";"en";"1102"
"1103";"Electronics & Digital///Camera & Video///Camera Accessories";"en";"1103"
"1104";"Electronics & Digital///Camera & Video///Studio Equipment";"en";"1104"
"1105";"Electronics & Digital///Camera & Video///Videography Equipment";"en";"1105"
